"Step","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score__MAX"
"915","3.374599757604301","3.374599757604301","3.374599757604301","39.73367354273796","39.73367354273796","39.73367354273796","-3.8097221236675978","-3.8097221236675978","-3.8097221236675978","40.36615581670776","40.36615581670776","40.36615581670776","48.32448933273554","48.32448933273554","48.32448933273554","-41.54546362161636","-41.54546362161636","-41.54546362161636","-97.67228078842163","-97.67228078842163","-97.67228078842163","36.665581703186035","36.665581703186035","36.665581703186035","-29.410519421100616","-29.410519421100616","-29.410519421100616","17.242458634078503","17.242458634078503","17.242458634078503"
"916","32.46648495271802","32.46648495271802","32.46648495271802","41.04488230496645","41.04488230496645","41.04488230496645","3.2785287387669086","3.2785287387669086","3.2785287387669086","45.059475131332874","45.059475131332874","45.059475131332874","48.738256737589836","48.738256737589836","48.738256737589836","-89.47954300045967","-89.47954300045967","-89.47954300045967","18.172718273475766","18.172718273475766","18.172718273475766","14.215002316981554","14.215002316981554","14.215002316981554","-3.871191798709333","-3.871191798709333","-3.871191798709333","-81.78388799354434","-81.78388799354434","-81.78388799354434"
"917","-15.94442205131054","-15.94442205131054","-15.94442205131054","-71.45989980176091","-71.45989980176091","-71.45989980176091","37.32609549164772","37.32609549164772","37.32609549164772","41.66088545322418","41.66088545322418","41.66088545322418","29.945792946964502","29.945792946964502","29.945792946964502","-80.10935808718204","-80.10935808718204","-80.10935808718204","-10.523932481650263","-10.523932481650263","-10.523932481650263","-16.376890056650154","-16.376890056650154","-16.376890056650154","-44.24692138284445","-44.24692138284445","-44.24692138284445","-41.65494129504077","-41.65494129504077","-41.65494129504077"
"918","-12.553919479250908","-12.553919479250908","-12.553919479250908","43.866182282567024","43.866182282567024","43.866182282567024","31.65435505658388","31.65435505658388","31.65435505658388","40.65905357897282","40.65905357897282","40.65905357897282","30.98035103082657","30.98035103082657","30.98035103082657","-21.65904618857894","-21.65904618857894","-21.65904618857894","-50.89420421235263","-50.89420421235263","-50.89420421235263","-95.27922741696239","-95.27922741696239","-95.27922741696239","-94.85052582621574","-94.85052582621574","-94.85052582621574","-69.34774915128946","-69.34774915128946","-69.34774915128946"
"919","48.08996921777725","48.08996921777725","48.08996921777725","-12.828489964827895","-12.828489964827895","-12.828489964827895","-18.118587225675583","-18.118587225675583","-18.118587225675583","20.076239734888077","20.076239734888077","20.076239734888077","45.538501653820276","45.538501653820276","45.538501653820276","-13.208086862905475","-13.208086862905475","-13.208086862905475","-62.931112668477","-62.931112668477","-62.931112668477","14.950193617725745","14.950193617725745","14.950193617725745","23.880202731117606","23.880202731117606","23.880202731117606","15.888143420219421","15.888143420219421","15.888143420219421"
"920","34.67158098332584","34.67158098332584","34.67158098332584","28.474797520786524","28.474797520786524","28.474797520786524","28.1443856600672","28.1443856600672","28.1443856600672","33.306863620877266","33.306863620877266","33.306863620877266","32.65192835777998","32.65192835777998","32.65192835777998","17.109685248695314","17.109685248695314","17.109685248695314","22.81517455726862","22.81517455726862","22.81517455726862","-97.72018253803253","-97.72018253803253","-97.72018253803253","-93.37871120125055","-93.37871120125055","-93.37871120125055","-17.874104079208337","-17.874104079208337","-17.874104079208337"
"921","35.74943867651746","35.74943867651746","35.74943867651746","37.1889079939574","37.1889079939574","37.1889079939574","43.878491930663586","43.878491930663586","43.878491930663586","-51.08039064705372","-51.08039064705372","-51.08039064705372","","","","-66.567169098882","-66.567169098882","-66.567169098882","-88.35178235545754","-88.35178235545754","-88.35178235545754","-46.89489494264126","-46.89489494264126","-46.89489494264126","-89.30485931411386","-89.30485931411386","-89.30485931411386","24.201023310422897","24.201023310422897","24.201023310422897"
"922","45.949004082009196","45.949004082009196","45.949004082009196","25.95257655158639","25.95257655158639","25.95257655158639","-30.901943567441776","-30.901943567441776","-30.901943567441776","16.804300846764818","16.804300846764818","16.804300846764818","48.843275994062424","48.843275994062424","48.843275994062424","-95.37973655760288","-95.37973655760288","-95.37973655760288","-53.429136941209435","-53.429136941209435","-53.429136941209435","-71.25817618891597","-71.25817618891597","-71.25817618891597","-95.22252148203552","-95.22252148203552","-95.22252148203552","14.19665739312768","14.19665739312768","14.19665739312768"
"923","37.35111825331114","37.35111825331114","37.35111825331114","16.97732277214527","16.97732277214527","16.97732277214527","5.877840241417289","5.877840241417289","5.877840241417289","2.476674906909466","2.476674906909466","2.476674906909466","47.93544068560004","47.93544068560004","47.93544068560004","-70.71454375516623","-70.71454375516623","-70.71454375516623","24.540360048413277","24.540360048413277","24.540360048413277","-96.28132176399231","-96.28132176399231","-96.28132176399231","-96.08888477087021","-96.08888477087021","-96.08888477087021","-1.209182534366846","-1.209182534366846","-1.209182534366846"
"924","46.60324005037546","46.60324005037546","46.60324005037546","50.9578922688961","50.9578922688961","50.9578922688961","40.98131533525884","40.98131533525884","40.98131533525884","4.4172401782125235","4.4172401782125235","4.4172401782125235","-10.913908433169127","-10.913908433169127","-10.913908433169127","-7.018491723574698","-7.018491723574698","-7.018491723574698","-38.91436661290936","-38.91436661290936","-38.91436661290936","24.244250111281872","24.244250111281872","24.244250111281872","-14.044641811400652","-14.044641811400652","-14.044641811400652","-4.724636357277632","-4.724636357277632","-4.724636357277632"
"925","28.953102260828018","28.953102260828018","28.953102260828018","43.05582720879465","43.05582720879465","43.05582720879465","37.405231861397624","37.405231861397624","37.405231861397624","-45.518027015030384","-45.518027015030384","-45.518027015030384","54.00190684199333","54.00190684199333","54.00190684199333","-49.166547721251845","-49.166547721251845","-49.166547721251845","33.16486911661923","33.16486911661923","33.16486911661923","20.550897531211376","20.550897531211376","20.550897531211376","-95.82706935703754","-95.82706935703754","-95.82706935703754","-22.11103611323051","-22.11103611323051","-22.11103611323051"
"926","","","","","","","","","","23.162391923367977","23.162391923367977","23.162391923367977","35.22892857529223","35.22892857529223","35.22892857529223","-59.23178691789508","-59.23178691789508","-59.23178691789508","-15.603445465210825","-15.603445465210825","-15.603445465210825","24.23456934094429","24.23456934094429","24.23456934094429","-32.59597682952881","-32.59597682952881","-32.59597682952881","-80.91455022245646","-80.91455022245646","-80.91455022245646"
"927","50.1538647711277","50.1538647711277","50.1538647711277","42.95630171149969","42.95630171149969","42.95630171149969","8.22319109737873","8.22319109737873","8.22319109737873","","","","","","","-15.780395679175854","-15.780395679175854","-15.780395679175854","9.99835788924247","9.99835788924247","9.99835788924247","-86.4722778275609","-86.4722778275609","-86.4722778275609","-83.61303758714348","-83.61303758714348","-83.61303758714348","-75.63457828760147","-75.63457828760147","-75.63457828760147"
"928","24.303709626197815","24.303709626197815","24.303709626197815","12.70441542979097","12.70441542979097","12.70441542979097","24.344808836467564","24.344808836467564","24.344808836467564","10.816027894616127","10.816027894616127","10.816027894616127","25.104569546878338","25.104569546878338","25.104569546878338","-22.85063026114949","-22.85063026114949","-22.85063026114949","-78.73540648259223","-78.73540648259223","-78.73540648259223","-89.52708576992154","-89.52708576992154","-89.52708576992154","","","","-70.22177091136109","-70.22177091136109","-70.22177091136109"
"929","44.57034453749657","44.57034453749657","44.57034453749657","42.55414593219757","42.55414593219757","42.55414593219757","-13.50935024349019","-13.50935024349019","-13.50935024349019","42.88431026786566","42.88431026786566","42.88431026786566","35.06936437636614","35.06936437636614","35.06936437636614","","","","-42.23977255891077","-42.23977255891077","-42.23977255891077","-32.77871194202453","-32.77871194202453","-32.77871194202453","21.862419065764698","21.862419065764698","21.862419065764698","-53.28171530365944","-53.28171530365944","-53.28171530365944"
"930","17.305519938468933","17.305519938468933","17.305519938468933","45.050531446933746","45.050531446933746","45.050531446933746","20.408462449908257","20.408462449908257","20.408462449908257","36.421401396393776","36.421401396393776","36.421401396393776","43.96134427189827","43.96134427189827","43.96134427189827","-94.17480050772429","-94.17480050772429","-94.17480050772429","","","","","","","-14.122869566082954","-14.122869566082954","-14.122869566082954","","",""
"931","22.182994961738586","22.182994961738586","22.182994961738586","48.706993671134114","48.706993671134114","48.706993671134114","25.69515834748745","25.69515834748745","25.69515834748745","45.99968808889389","45.99968808889389","45.99968808889389","38.5230066832155","38.5230066832155","38.5230066832155","-92.1760834902525","-92.1760834902525","-92.1760834902525","-12.406329210090917","-12.406329210090917","-12.406329210090917","-92.90956684201956","-92.90956684201956","-92.90956684201956","24.91532662510872","24.91532662510872","24.91532662510872","-76.92455813474953","-76.92455813474953","-76.92455813474953"
"932","44.23597036115825","44.23597036115825","44.23597036115825","52.60841062664986","52.60841062664986","52.60841062664986","58.02320457994938","58.02320457994938","58.02320457994938","46.18478833884001","46.18478833884001","46.18478833884001","39.053069442510605","39.053069442510605","39.053069442510605","-62.97514470864553","-62.97514470864553","-62.97514470864553","-14.395304466364905","-14.395304466364905","-14.395304466364905","-47.26906520687044","-47.26906520687044","-47.26906520687044","-91.85127119719982","-91.85127119719982","-91.85127119719982","-6.238321170210838","-6.238321170210838","-6.238321170210838"
"933","22.524026901461184","22.524026901461184","22.524026901461184","11.959037777036428","11.959037777036428","11.959037777036428","-11.662351567298174","-11.662351567298174","-11.662351567298174","37.32833802327514","37.32833802327514","37.32833802327514","50.45157775469124","50.45157775469124","50.45157775469124","-33.48214298533276","-33.48214298533276","-33.48214298533276","-8.866357292979956","-8.866357292979956","-8.866357292979956","-95.23268592357635","-95.23268592357635","-95.23268592357635","8.008641926571727","8.008641926571727","8.008641926571727","-96.5081914961338","-96.5081914961338","-96.5081914961338"
"934","58.29867875576019","58.29867875576019","58.29867875576019","47.96412029862404","47.96412029862404","47.96412029862404","32.75503666931763","32.75503666931763","32.75503666931763","42.52853837609291","42.52853837609291","42.52853837609291","43.6491987966001","43.6491987966001","43.6491987966001","-56.68860117846634","-56.68860117846634","-56.68860117846634","-21.975886680185795","-21.975886680185795","-21.975886680185795","-88.34747005626559","-88.34747005626559","-88.34747005626559","-63.84411210473627","-63.84411210473627","-63.84411210473627","-71.42881342023611","-71.42881342023611","-71.42881342023611"
"935","3.143032804131508","3.143032804131508","3.143032804131508","41.323427439900115","41.323427439900115","41.323427439900115","-37.90128160268068","-37.90128160268068","-37.90128160268068","-39.10052765533328","-39.10052765533328","-39.10052765533328","41.5325774513185","41.5325774513185","41.5325774513185","-56.904140684753656","-56.904140684753656","-56.904140684753656","25.982761149294674","25.982761149294674","25.982761149294674","6.670228945091367","6.670228945091367","6.670228945091367","-42.33788492338499","-42.33788492338499","-42.33788492338499","-62.673448477638885","-62.673448477638885","-62.673448477638885"
"936","48.81143232062459","48.81143232062459","48.81143232062459","-8.56331674195826","-8.56331674195826","-8.56331674195826","39.653649896383286","39.653649896383286","39.653649896383286","29.502564216032624","29.502564216032624","29.502564216032624","14.44760661199689","14.44760661199689","14.44760661199689","-98.34317815303802","-98.34317815303802","-98.34317815303802","-47.15025481162593","-47.15025481162593","-47.15025481162593","-4.851387879811227","-4.851387879811227","-4.851387879811227","1.85171739757061","1.85171739757061","1.85171739757061","-83.79001893103123","-83.79001893103123","-83.79001893103123"
"937","58.914139558561146","58.914139558561146","58.914139558561146","23.954369343817234","23.954369343817234","23.954369343817234","37.769164846075","37.769164846075","37.769164846075","56.27077001333237","56.27077001333237","56.27077001333237","47.417063266038895","47.417063266038895","47.417063266038895","-7.327049441635609","-7.327049441635609","-7.327049441635609","-45.76117541640997","-45.76117541640997","-45.76117541640997","31.2266461327672","31.2266461327672","31.2266461327672","-3.450995162129402","-3.450995162129402","-3.450995162129402","2.397319257259369","2.397319257259369","2.397319257259369"
"938","36.76586367934942","36.76586367934942","36.76586367934942","46.14860212802887","46.14860212802887","46.14860212802887","20.243801787495613","20.243801787495613","20.243801787495613","55.85126546025276","55.85126546025276","55.85126546025276","-5.024236135184765","-5.024236135184765","-5.024236135184765","7.541734604630619","7.541734604630619","7.541734604630619","-87.06034031510353","-87.06034031510353","-87.06034031510353","7.473510175943375","7.473510175943375","7.473510175943375","-33.767138925846666","-33.767138925846666","-33.767138925846666","-35.714051289483905","-35.714051289483905","-35.714051289483905"
"939","44.53901259601116","44.53901259601116","44.53901259601116","41.23151549324393","41.23151549324393","41.23151549324393","36.30767369270325","36.30767369270325","36.30767369270325","34.21655860543251","34.21655860543251","34.21655860543251","64.66898798942566","64.66898798942566","64.66898798942566","-63.28597640246153","-63.28597640246153","-63.28597640246153","-22.387877378612757","-22.387877378612757","-22.387877378612757","-29.808604472782463","-29.808604472782463","-29.808604472782463","-96.21995532512665","-96.21995532512665","-96.21995532512665","-21.727048125118017","-21.727048125118017","-21.727048125118017"
"940","59.8976449072361","59.8976449072361","59.8976449072361","46.83856683969498","46.83856683969498","46.83856683969498","60.522187784314156","60.522187784314156","60.522187784314156","22.46343159675598","22.46343159675598","22.46343159675598","41.319340497255325","41.319340497255325","41.319340497255325","-12.937306970357895","-12.937306970357895","-12.937306970357895","9.219543913844973","9.219543913844973","9.219543913844973","-96.37373046576977","-96.37373046576977","-96.37373046576977","-13.358087429776788","-13.358087429776788","-13.358087429776788","-53.69202248172951","-53.69202248172951","-53.69202248172951"
"941","-35.94974841736257","-35.94974841736257","-35.94974841736257","37.49920904636383","37.49920904636383","37.49920904636383","5.034759823232889","5.034759823232889","5.034759823232889","-4.451393465977162","-4.451393465977162","-4.451393465977162","57.1977494135499","57.1977494135499","57.1977494135499","-40.8486894229427","-40.8486894229427","-40.8486894229427","-37.67574771866202","-37.67574771866202","-37.67574771866202","-2.896074451506138","-2.896074451506138","-2.896074451506138","-98.04270812869072","-98.04270812869072","-98.04270812869072","-63.73072861135006","-63.73072861135006","-63.73072861135006"
"942","23.673990428447723","23.673990428447723","23.673990428447723","42.8074891269207","42.8074891269207","42.8074891269207","41.080217495560646","41.080217495560646","41.080217495560646","28.972390254959464","28.972390254959464","28.972390254959464","31.131013929843903","31.131013929843903","31.131013929843903","-44.18321151100099","-44.18321151100099","-44.18321151100099","-40.43462456809357","-40.43462456809357","-40.43462456809357","30.122986406087875","30.122986406087875","30.122986406087875","-14.956333868671209","-14.956333868671209","-14.956333868671209","-31.696250043576583","-31.696250043576583","-31.696250043576583"
"943","49.494539976119995","49.494539976119995","49.494539976119995","-0.4254947006702423","-0.4254947006702423","-0.4254947006702423","30.043146640062332","30.043146640062332","30.043146640062332","33.48938013217412","33.48938013217412","33.48938013217412","32.13222551345825","32.13222551345825","32.13222551345825","0.9038064919877797","0.9038064919877797","0.9038064919877797","-83.7918342500925","-83.7918342500925","-83.7918342500925","-16.037975072860718","-16.037975072860718","-16.037975072860718","13.374671316705644","13.374671316705644","13.374671316705644","-66.54696880280972","-66.54696880280972","-66.54696880280972"
"944","34.1624003383331","34.1624003383331","34.1624003383331","32.252606607973576","32.252606607973576","32.252606607973576","31.501824975013733","31.501824975013733","31.501824975013733","-20.47726301290095","-20.47726301290095","-20.47726301290095","36.424943029880524","36.424943029880524","36.424943029880524","-49.46142884157598","-49.46142884157598","-49.46142884157598","1.6230514915660024","1.6230514915660024","1.6230514915660024","-10.074889842187986","-10.074889842187986","-10.074889842187986","3.8657599091529846","3.8657599091529846","3.8657599091529846","-86.34753386676311","-86.34753386676311","-86.34753386676311"
"945","23.580216443166137","23.580216443166137","23.580216443166137","27.458349026739597","27.458349026739597","27.458349026739597","50.201082069426775","50.201082069426775","50.201082069426775","38.538858726620674","38.538858726620674","38.538858726620674","20.137175358831882","20.137175358831882","20.137175358831882","-85.43215530365705","-85.43215530365705","-85.43215530365705","-2.698507659137249","-2.698507659137249","-2.698507659137249","18.318751990795135","18.318751990795135","18.318751990795135","-98.55433361325413","-98.55433361325413","-98.55433361325413","-26.869783386588097","-26.869783386588097","-26.869783386588097"
"946","12.991946026682854","12.991946026682854","12.991946026682854","-33.39763753302395","-33.39763753302395","-33.39763753302395","54.3487401753664","54.3487401753664","54.3487401753664","43.78081677854061","43.78081677854061","43.78081677854061","-17.454100534319878","-17.454100534319878","-17.454100534319878","-92.69922282919288","-92.69922282919288","-92.69922282919288","-26.37483360618353","-26.37483360618353","-26.37483360618353","-47.84788347221911","-47.84788347221911","-47.84788347221911","-56.27553240954876","-56.27553240954876","-56.27553240954876","-34.235171465203166","-34.235171465203166","-34.235171465203166"
"947","25.082717061042786","25.082717061042786","25.082717061042786","44.80141839385033","44.80141839385033","44.80141839385033","-1.649547965847887","-1.649547965847887","-1.649547965847887","36.814466055308","36.814466055308","36.814466055308","44.59476616978645","44.59476616978645","44.59476616978645","-7.59455707622692","-7.59455707622692","-7.59455707622692","-3.873837884515524","-3.873837884515524","-3.873837884515524","30.889804430305958","30.889804430305958","30.889804430305958","-96.0272199884057","-96.0272199884057","-96.0272199884057","-89.9039894696325","-89.9039894696325","-89.9039894696325"
"948","30.574702856130898","30.574702856130898","30.574702856130898","41.81984584312886","41.81984584312886","41.81984584312886","21.547193948179483","21.547193948179483","21.547193948179483","4.676123701035976","4.676123701035976","4.676123701035976","35.953346371650696","35.953346371650696","35.953346371650696","0.7262285243486986","0.7262285243486986","0.7262285243486986","-84.35158881882671","-84.35158881882671","-84.35158881882671","-80.61254256218672","-80.61254256218672","-80.61254256218672","-46.42830865085125","-46.42830865085125","-46.42830865085125","-86.5776554197073","-86.5776554197073","-86.5776554197073"
"949","-3.7325005596503615","-3.7325005596503615","-3.7325005596503615","48.16654647886753","48.16654647886753","48.16654647886753","61.63351705670357","61.63351705670357","61.63351705670357","43.66473197937012","43.66473197937012","43.66473197937012","50.97059812769294","50.97059812769294","50.97059812769294","-85.8332294113934","-85.8332294113934","-85.8332294113934","-36.310406394302845","-36.310406394302845","-36.310406394302845","-47.231850357726216","-47.231850357726216","-47.231850357726216","-82.8205816745758","-82.8205816745758","-82.8205816745758","-92.81874250248075","-92.81874250248075","-92.81874250248075"
"950","44.771713241934776","44.771713241934776","44.771713241934776","28.805024659261107","28.805024659261107","28.805024659261107","","","","-14.786723647266626","-14.786723647266626","-14.786723647266626","32.95846173912287","32.95846173912287","32.95846173912287","-45.383388476941036","-45.383388476941036","-45.383388476941036","10.84067440032959","10.84067440032959","10.84067440032959","-5.097244292497635","-5.097244292497635","-5.097244292497635","-80.38100062287413","-80.38100062287413","-80.38100062287413","-91.63958545774221","-91.63958545774221","-91.63958545774221"
"951","49.70501920580864","49.70501920580864","49.70501920580864","27.18458227813244","27.18458227813244","27.18458227813244","-5.079985857009888","-5.079985857009888","-5.079985857009888","56.249563694000244","56.249563694000244","56.249563694000244","47.94203045964241","47.94203045964241","47.94203045964241","-55.68203995778458","-55.68203995778458","-55.68203995778458","-9.561124694067985","-9.561124694067985","-9.561124694067985","-95.60677441209555","-95.60677441209555","-95.60677441209555","-37.604897370096296","-37.604897370096296","-37.604897370096296","-17.450846037827432","-17.450846037827432","-17.450846037827432"
"952","37.56573124974966","37.56573124974966","37.56573124974966","35.87052086740732","35.87052086740732","35.87052086740732","32.9241890758276","32.9241890758276","32.9241890758276","33.85414797067642","33.85414797067642","33.85414797067642","-22.056336514651775","-22.056336514651775","-22.056336514651775","","","","-36.6935063758865","-36.6935063758865","-36.6935063758865","-82.34271509945393","-82.34271509945393","-82.34271509945393","-51.652042880654335","-51.652042880654335","-51.652042880654335","-15.541332467459142","-15.541332467459142","-15.541332467459142"
"953","16.198134135454893","16.198134135454893","16.198134135454893","50.086427808273584","50.086427808273584","50.086427808273584","-17.519210634287447","-17.519210634287447","-17.519210634287447","54.054594326764345","54.054594326764345","54.054594326764345","34.545013539493084","34.545013539493084","34.545013539493084","-72.77659215778112","-72.77659215778112","-72.77659215778112","-24.826065196015406","-24.826065196015406","-24.826065196015406","-92.05095583572984","-92.05095583572984","-92.05095583572984","-90.39176586270332","-90.39176586270332","-90.39176586270332","-84.89504554867744","-84.89504554867744","-84.89504554867744"
"954","-19.76583420857787","-19.76583420857787","-19.76583420857787","17.60692550241947","17.60692550241947","17.60692550241947","28.29695339500904","28.29695339500904","28.29695339500904","48.10360653325915","48.10360653325915","48.10360653325915","34.825368964578956","34.825368964578956","34.825368964578956","-93.18792128190398","-93.18792128190398","-93.18792128190398","-14.944224878679961","-14.944224878679961","-14.944224878679961","-94.63830325007439","-94.63830325007439","-94.63830325007439","-84.91138988733292","-84.91138988733292","-84.91138988733292","26.95528105646372","26.95528105646372","26.95528105646372"
"955","27.118610847741365","27.118610847741365","27.118610847741365","26.106995060574263","26.106995060574263","26.106995060574263","48.879072565585375","48.879072565585375","48.879072565585375","33.04875120520592","33.04875120520592","33.04875120520592","41.31561942398548","41.31561942398548","41.31561942398548","-2.846120983362198","-2.846120983362198","-2.846120983362198","-11.241186532832216","-11.241186532832216","-11.241186532832216","-6.1983275497332215","-6.1983275497332215","-6.1983275497332215","-59.62843463011086","-59.62843463011086","-59.62843463011086","-40.37219934538007","-40.37219934538007","-40.37219934538007"
"956","49.56615976244211","49.56615976244211","49.56615976244211","45.74880657158792","45.74880657158792","45.74880657158792","39.343092396855354","39.343092396855354","39.343092396855354","44.18843596801162","44.18843596801162","44.18843596801162","3.5750244557857513","3.5750244557857513","3.5750244557857513","-87.79695576429367","-87.79695576429367","-87.79695576429367","-17.38030383363366","-17.38030383363366","-17.38030383363366","-54.24886526307091","-54.24886526307091","-54.24886526307091","-86.65543647110462","-86.65543647110462","-86.65543647110462","-57.00250081345439","-57.00250081345439","-57.00250081345439"
"957","23.273758836090565","23.273758836090565","23.273758836090565","26.6622172370553","26.6622172370553","26.6622172370553","-24.345400778925978","-24.345400778925978","-24.345400778925978","25.90229553647805","25.90229553647805","25.90229553647805","35.012749578250805","35.012749578250805","35.012749578250805","7.511653014458716","7.511653014458716","7.511653014458716","-96.64797511696815","-96.64797511696815","-96.64797511696815","-47.91873141378164","-47.91873141378164","-47.91873141378164","-96.53418944031","-96.53418944031","-96.53418944031","-21.307591806165874","-21.307591806165874","-21.307591806165874"
"958","38.9640998467803","38.9640998467803","38.9640998467803","","","","9.642297184094787","9.642297184094787","9.642297184094787","42.36996814608574","42.36996814608574","42.36996814608574","19.110436841845512","19.110436841845512","19.110436841845512","-58.43968765437603","-58.43968765437603","-58.43968765437603","-47.52574490569532","-47.52574490569532","-47.52574490569532","-90.52631813287735","-90.52631813287735","-90.52631813287735","-58.221478490158916","-58.221478490158916","-58.221478490158916","-11.332158640027046","-11.332158640027046","-11.332158640027046"
"959","45.48743633925915","45.48743633925915","45.48743633925915","32.46584992110729","32.46584992110729","32.46584992110729","-3.5012131109833717","-3.5012131109833717","-3.5012131109833717","-20.302393276244402","-20.302393276244402","-20.302393276244402","-88.96573294699192","-88.96573294699192","-88.96573294699192","-43.434273809660226","-43.434273809660226","-43.434273809660226","-92.66807007789612","-92.66807007789612","-92.66807007789612","-96.94724495708942","-96.94724495708942","-96.94724495708942","-91.92493250966072","-91.92493250966072","-91.92493250966072","-63.77100980549585","-63.77100980549585","-63.77100980549585"
"960","36.32961894024629","36.32961894024629","36.32961894024629","29.255556136369705","29.255556136369705","29.255556136369705","33.120178647339344","33.120178647339344","33.120178647339344","48.06638360954821","48.06638360954821","48.06638360954821","43.87615913897753","43.87615913897753","43.87615913897753","-89.60224287211895","-89.60224287211895","-89.60224287211895","-27.41091214772314","-27.41091214772314","-27.41091214772314","-0.09765409678220749","-0.09765409678220749","-0.09765409678220749","-92.23241337016225","-92.23241337016225","-92.23241337016225","-9.686699464451522","-9.686699464451522","-9.686699464451522"
"961","42.66697835177183","42.66697835177183","42.66697835177183","41.65749132633209","41.65749132633209","41.65749132633209","42.756282383488724","42.756282383488724","42.756282383488724","36.80298804491758","36.80298804491758","36.80298804491758","37.96372589468956","37.96372589468956","37.96372589468956","-9.015714218840003","-9.015714218840003","-9.015714218840003","","","","3.3730397298932076","3.3730397298932076","3.3730397298932076","-100","-100","-100","-80.03481649013702","-80.03481649013702","-80.03481649013702"
"962","54.08554285764694","54.08554285764694","54.08554285764694","34.67504096776247","34.67504096776247","34.67504096776247","16.987830311059952","16.987830311059952","16.987830311059952","14.779985945671797","14.779985945671797","14.779985945671797","35.5861977301538","35.5861977301538","35.5861977301538","-77.53082483448088","-77.53082483448088","-77.53082483448088","-4.675982773303986","-4.675982773303986","-4.675982773303986","-19.56089664530009","-19.56089664530009","-19.56089664530009","","","","-30.68410138692707","-30.68410138692707","-30.68410138692707"
"963","35.82978019211441","35.82978019211441","35.82978019211441","20.098411541432142","20.098411541432142","20.098411541432142","8.87006151676178","8.87006151676178","8.87006151676178","28.93846382945776","28.93846382945776","28.93846382945776","21.413119012489915","21.413119012489915","21.413119012489915","-25.67429231852293","-25.67429231852293","-25.67429231852293","-64.11862279474735","-64.11862279474735","-64.11862279474735","-81.44490117579699","-81.44490117579699","-81.44490117579699","-60.91225787065923","-60.91225787065923","-60.91225787065923","-26.868894655257463","-26.868894655257463","-26.868894655257463"
"964","-13.451926663517952","-13.451926663517952","-13.451926663517952","46.00617825984955","46.00617825984955","46.00617825984955","47.79756020009518","47.79756020009518","47.79756020009518","41.10832034051418","41.10832034051418","41.10832034051418","43.57647838816047","43.57647838816047","43.57647838816047","-88.02131724217907","-88.02131724217907","-88.02131724217907","-9.217438272899017","-9.217438272899017","-9.217438272899017","0.2017600261606276","0.2017600261606276","0.2017600261606276","-4.5233595366589725","-4.5233595366589725","-4.5233595366589725","-6.770457588136196","-6.770457588136196","-6.770457588136196"
"965","","","","32.04975482262671","32.04975482262671","32.04975482262671","5.666319360025227","5.666319360025227","5.666319360025227","","","","9.217080488801003","9.217080488801003","9.217080488801003","11.582710882648826","11.582710882648826","11.582710882648826","-52.90959093347192","-52.90959093347192","-52.90959093347192","","","","33.46235293149948","33.46235293149948","33.46235293149948","-8.630337357521057","-8.630337357521057","-8.630337357521057"
