"Step","dreamerv3/medium/ih_5/room0/run4 - train/score","dreamerv3/medium/ih_5/room0/run4 - train/score__MIN","dreamerv3/medium/ih_5/room0/run4 - train/score__MAX","dreamerv3/medium/ih_5/room0/run3 - train/score","dreamerv3/medium/ih_5/room0/run3 - train/score__MIN","dreamerv3/medium/ih_5/room0/run3 - train/score__MAX","dreamerv3/medium/ih_5/room0/run2 - train/score","dreamerv3/medium/ih_5/room0/run2 - train/score__MIN","dreamerv3/medium/ih_5/room0/run2 - train/score__MAX","dreamerv3/medium/ih_5/room0/run1 - train/score","dreamerv3/medium/ih_5/room0/run1 - train/score__MIN","dreamerv3/medium/ih_5/room0/run1 - train/score__MAX","dreamerv3/medium/ih_5/room0/run0 - train/score","dreamerv3/medium/ih_5/room0/run0 - train/score__MIN","dreamerv3/medium/ih_5/room0/run0 - train/score__MAX","dreamerv3/large/ih_15/room0/run4 - train/score","dreamerv3/large/ih_15/room0/run4 - train/score__MIN","dreamerv3/large/ih_15/room0/run4 - train/score__MAX","dreamerv3/large/ih_15/room0/run3 - train/score","dreamerv3/large/ih_15/room0/run3 - train/score__MIN","dreamerv3/large/ih_15/room0/run3 - train/score__MAX","dreamerv3/large/ih_15/room0/run2 - train/score","dreamerv3/large/ih_15/room0/run2 - train/score__MIN","dreamerv3/large/ih_15/room0/run2 - train/score__MAX","dreamerv3/large/ih_15/room0/run1 - train/score","dreamerv3/large/ih_15/room0/run1 - train/score__MIN","dreamerv3/large/ih_15/room0/run1 - train/score__MAX","dreamerv3/large/ih_15/room0/run0 - train/score","dreamerv3/large/ih_15/room0/run0 - train/score__MIN","dreamerv3/large/ih_15/room0/run0 - train/score__MAX"
"609","46.113691072911024","46.113691072911024","46.113691072911024","69.84503462910652","69.84503462910652","69.84503462910652","51.78259962797165","51.78259962797165","51.78259962797165","-41.530203158035874","-41.530203158035874","-41.530203158035874","27.095915384590626","27.095915384590626","27.095915384590626","64.2695301361382","64.2695301361382","64.2695301361382","70.71264328807592","70.71264328807592","70.71264328807592","75.09722891449928","75.09722891449928","75.09722891449928","65.17610715329647","65.17610715329647","65.17610715329647","75.99513399600983","75.99513399600983","75.99513399600983"
"610","61.442889511585236","61.442889511585236","61.442889511585236","66.72941240668297","66.72941240668297","66.72941240668297","38.329156804829836","38.329156804829836","38.329156804829836","18.272069442551583","18.272069442551583","18.272069442551583","25.75757254473865","25.75757254473865","25.75757254473865","60.974507451057434","60.974507451057434","60.974507451057434","62.95523028448224","62.95523028448224","62.95523028448224","60.0942759886384","60.0942759886384","60.0942759886384","64.35340547561646","64.35340547561646","64.35340547561646","27.28107005916536","27.28107005916536","27.28107005916536"
"611","58.2159361243248","58.2159361243248","58.2159361243248","39.891143999375345","39.891143999375345","39.891143999375345","72.74264235794544","72.74264235794544","72.74264235794544","61.19372355006635","61.19372355006635","61.19372355006635","24.54079314880073","24.54079314880073","24.54079314880073","68.07131887041032","68.07131887041032","68.07131887041032","56.18617954663932","56.18617954663932","56.18617954663932","81.04020255804062","81.04020255804062","81.04020255804062","62.46511139720678","62.46511139720678","62.46511139720678","57.620478603988886","57.620478603988886","57.620478603988886"
"612","52.063569985330105","52.063569985330105","52.063569985330105","43.81068928539753","43.81068928539753","43.81068928539753","74.00947853922844","74.00947853922844","74.00947853922844","56.857474404387176","56.857474404387176","56.857474404387176","69.14670041948557","69.14670041948557","69.14670041948557","65.32620543241501","65.32620543241501","65.32620543241501","59.43059302121401","59.43059302121401","59.43059302121401","59.20436257310212","59.20436257310212","59.20436257310212","67.93420874327421","67.93420874327421","67.93420874327421","56.90971319191158","56.90971319191158","56.90971319191158"
"613","52.3271072357893","52.3271072357893","52.3271072357893","57.58527043648064","57.58527043648064","57.58527043648064","47.33655110001564","47.33655110001564","47.33655110001564","35.86160343140364","35.86160343140364","35.86160343140364","61.27879513800144","61.27879513800144","61.27879513800144","57.84715911746025","57.84715911746025","57.84715911746025","72.3389897942543","72.3389897942543","72.3389897942543","64.8707086443901","64.8707086443901","64.8707086443901","-44.3386674746871","-44.3386674746871","-44.3386674746871","70.4794649630785","70.4794649630785","70.4794649630785"
"614","56.80254861712456","56.80254861712456","56.80254861712456","-29.813567959237844","-29.813567959237844","-29.813567959237844","63.478072352707386","63.478072352707386","63.478072352707386","33.27183830924332","33.27183830924332","33.27183830924332","57.10994498291984","57.10994498291984","57.10994498291984","82.73819169402122","82.73819169402122","82.73819169402122","52.22139666043222","52.22139666043222","52.22139666043222","75.4352733194828","75.4352733194828","75.4352733194828","59.229350289329886","59.229350289329886","59.229350289329886","60.992841966450214","60.992841966450214","60.992841966450214"
"615","2.272531036287546","2.272531036287546","2.272531036287546","45.49651826918125","45.49651826918125","45.49651826918125","46.38635006546974","46.38635006546974","46.38635006546974","38.7228988641873","38.7228988641873","38.7228988641873","35.490713868290186","35.490713868290186","35.490713868290186","71.68612662516534","71.68612662516534","71.68612662516534","61.660346642136574","61.660346642136574","61.660346642136574","-4.058371547143906","-4.058371547143906","-4.058371547143906","43.22456904500723","43.22456904500723","43.22456904500723","46.62165052443743","46.62165052443743","46.62165052443743"
"616","54.66907631792128","54.66907631792128","54.66907631792128","","","","","","","","","","","","","74.15745747089386","74.15745747089386","74.15745747089386","68.4303505718708","68.4303505718708","68.4303505718708","59.80387473106384","59.80387473106384","59.80387473106384","69.59373676497489","69.59373676497489","69.59373676497489","77.46792939305305","77.46792939305305","77.46792939305305"
"617","","","","66.2245589196682","66.2245589196682","66.2245589196682","36.74426878988743","36.74426878988743","36.74426878988743","-29.209853345528245","-29.209853345528245","-29.209853345528245","31.826049068316934","31.826049068316934","31.826049068316934","","","","","","","","","","","","","","",""
"618","36.010756611824036","36.010756611824036","36.010756611824036","15.46415071724914","15.46415071724914","15.46415071724914","57.06967544555664","57.06967544555664","57.06967544555664","12.845174992457032","12.845174992457032","12.845174992457032","53.68416861444712","53.68416861444712","53.68416861444712","53.13025178015232","53.13025178015232","53.13025178015232","56.154406333807856","56.154406333807856","56.154406333807856","46.2138608219102","46.2138608219102","46.2138608219102","69.75426697731018","69.75426697731018","69.75426697731018","72.5194844007492","72.5194844007492","72.5194844007492"
"619","9.212021388113499","9.212021388113499","9.212021388113499","69.82609299197793","69.82609299197793","69.82609299197793","-95.64446187019348","-95.64446187019348","-95.64446187019348","39.70869204599876","39.70869204599876","39.70869204599876","78.81909531354904","78.81909531354904","78.81909531354904","71.47073417901993","71.47073417901993","71.47073417901993","46.89925005286932","46.89925005286932","46.89925005286932","75.07327888906002","75.07327888906002","75.07327888906002","65.80633244290948","65.80633244290948","65.80633244290948","72.50306855887175","72.50306855887175","72.50306855887175"
"620","48.721585497260094","48.721585497260094","48.721585497260094","68.3390166759491","68.3390166759491","68.3390166759491","29.008985061198473","29.008985061198473","29.008985061198473","24.86047773808241","24.86047773808241","24.86047773808241","71.29146321117878","71.29146321117878","71.29146321117878","32.232631489634514","32.232631489634514","32.232631489634514","60.06649585068226","60.06649585068226","60.06649585068226","33.864837856031954","33.864837856031954","33.864837856031954","72.23272654414177","72.23272654414177","72.23272654414177","70.69848182192072","70.69848182192072","70.69848182192072"
"621","-13.317042417824268","-13.317042417824268","-13.317042417824268","30.44266661349684","30.44266661349684","30.44266661349684","21.184322919347323","21.184322919347323","21.184322919347323","15.609861096250825","15.609861096250825","15.609861096250825","63.486052580177784","63.486052580177784","63.486052580177784","68.16348475217819","68.16348475217819","68.16348475217819","73.30676674842834","73.30676674842834","73.30676674842834","61.66223432868719","61.66223432868719","61.66223432868719","44.021578934043646","44.021578934043646","44.021578934043646","-91.1742407977581","-91.1742407977581","-91.1742407977581"
"622","5.6282594203948975","5.6282594203948975","5.6282594203948975","46.112310795113444","46.112310795113444","46.112310795113444","24.971119241788983","24.971119241788983","24.971119241788983","-13.526688674930483","-13.526688674930483","-13.526688674930483","45.62235402292572","45.62235402292572","45.62235402292572","62.26910521090031","62.26910521090031","62.26910521090031","64.80819968134165","64.80819968134165","64.80819968134165","78.91920842602849","78.91920842602849","78.91920842602849","-91.19527938216925","-91.19527938216925","-91.19527938216925","75.45554289221764","75.45554289221764","75.45554289221764"
"623","70.5593342334032","70.5593342334032","70.5593342334032","37.72734560503159","37.72734560503159","37.72734560503159","72.19635996222496","72.19635996222496","72.19635996222496","-12.067148750997148","-12.067148750997148","-12.067148750997148","51.481018394231796","51.481018394231796","51.481018394231796","61.607483848929405","61.607483848929405","61.607483848929405","68.97673900425434","68.97673900425434","68.97673900425434","58.346429735422134","58.346429735422134","58.346429735422134","73.50939947366714","73.50939947366714","73.50939947366714","70.23115053772926","70.23115053772926","70.23115053772926"
"624","62.51361662149429","62.51361662149429","62.51361662149429","","","","68.54523739218712","68.54523739218712","68.54523739218712","40.66998772229999","40.66998772229999","40.66998772229999","37.51274001598358","37.51274001598358","37.51274001598358","-87.73416980728507","-87.73416980728507","-87.73416980728507","24.636455446481705","24.636455446481705","24.636455446481705","64.52361918985844","64.52361918985844","64.52361918985844","1.2800869774073362","1.2800869774073362","1.2800869774073362","61.790296494960785","61.790296494960785","61.790296494960785"
"625","49.16831939469557","49.16831939469557","49.16831939469557","76.26840567588806","76.26840567588806","76.26840567588806","55.31873521953821","55.31873521953821","55.31873521953821","54.10388099681586","54.10388099681586","54.10388099681586","83.46396245062351","83.46396245062351","83.46396245062351","-0.0705543328076601","-0.0705543328076601","-0.0705543328076601","65.20589491724968","65.20589491724968","65.20589491724968","77.53869159519672","77.53869159519672","77.53869159519672","41.19675174355507","41.19675174355507","41.19675174355507","68.23553374409676","68.23553374409676","68.23553374409676"
"626","60.305885751731694","60.305885751731694","60.305885751731694","41.98773579671979","41.98773579671979","41.98773579671979","55.714694269001484","55.714694269001484","55.714694269001484","25.123913703486323","25.123913703486323","25.123913703486323","54.34361885301769","54.34361885301769","54.34361885301769","65.54141716565937","65.54141716565937","65.54141716565937","71.52287769597024","71.52287769597024","71.52287769597024","71.0592491030693","71.0592491030693","71.0592491030693","57.02198093384504","57.02198093384504","57.02198093384504","38.319490782916546","38.319490782916546","38.319490782916546"
"627","62.66758790612221","62.66758790612221","62.66758790612221","68.87017647176981","68.87017647176981","68.87017647176981","56.59073298401199","56.59073298401199","56.59073298401199","40.31180094042793","40.31180094042793","40.31180094042793","74.69005316495895","74.69005316495895","74.69005316495895","65.43603529781103","65.43603529781103","65.43603529781103","58.00473150610924","58.00473150610924","58.00473150610924","45.96826459467411","45.96826459467411","45.96826459467411","66.89204260706902","66.89204260706902","66.89204260706902","57.547917157411575","57.547917157411575","57.547917157411575"
"628","64.8713714540936","64.8713714540936","64.8713714540936","46.65965889301151","46.65965889301151","46.65965889301151","72.60600122064352","72.60600122064352","72.60600122064352","55.802462888881564","55.802462888881564","55.802462888881564","31.009082853794098","31.009082853794098","31.009082853794098","29.727834414690733","29.727834414690733","29.727834414690733","60.35642483085394","60.35642483085394","60.35642483085394","16.293189011514187","16.293189011514187","16.293189011514187","64.84540266543627","64.84540266543627","64.84540266543627","78.98062470555305","78.98062470555305","78.98062470555305"
"629","47.72451296634972","47.72451296634972","47.72451296634972","-19.01493884064257","-19.01493884064257","-19.01493884064257","72.57497334480286","72.57497334480286","72.57497334480286","15.991869702935219","15.991869702935219","15.991869702935219","73.88962444663048","73.88962444663048","73.88962444663048","62.97284923493862","62.97284923493862","62.97284923493862","65.11275527626276","65.11275527626276","65.11275527626276","65.9332019276917","65.9332019276917","65.9332019276917","59.46049344539642","59.46049344539642","59.46049344539642","-30.710751347476617","-30.710751347476617","-30.710751347476617"
"630","60.623070776462555","60.623070776462555","60.623070776462555","-32.04254865273833","-32.04254865273833","-32.04254865273833","64.31005322933197","64.31005322933197","64.31005322933197","-7.56971120624803","-7.56971120624803","-7.56971120624803","69.31299439771101","69.31299439771101","69.31299439771101","75.27992624044418","75.27992624044418","75.27992624044418","63.083602249622345","63.083602249622345","63.083602249622345","80.98583412542939","80.98583412542939","80.98583412542939","46.27479314804077","46.27479314804077","46.27479314804077","78.52408523857594","78.52408523857594","78.52408523857594"
"631","42.22182508558035","42.22182508558035","42.22182508558035","74.82936081290245","74.82936081290245","74.82936081290245","38.46053197979927","38.46053197979927","38.46053197979927","75.13969230651855","75.13969230651855","75.13969230651855","53.39657774567604","53.39657774567604","53.39657774567604","","","","63.794407695531845","63.794407695531845","63.794407695531845","26.93031331896782","26.93031331896782","26.93031331896782","70.64222177863121","70.64222177863121","70.64222177863121","74.57608217000961","74.57608217000961","74.57608217000961"
"632","28.652280002832413","28.652280002832413","28.652280002832413","34.90845686150715","34.90845686150715","34.90845686150715","32.36175134778023","32.36175134778023","32.36175134778023","67.8114455267787","67.8114455267787","67.8114455267787","55.28264721855521","55.28264721855521","55.28264721855521","67.95967097580433","67.95967097580433","67.95967097580433","","","","67.77809709310532","67.77809709310532","67.77809709310532","66.52003929018974","66.52003929018974","66.52003929018974","67.5159287750721","67.5159287750721","67.5159287750721"
"633","45.560832117218524","45.560832117218524","45.560832117218524","68.66703648865223","68.66703648865223","68.66703648865223","23.056427009403706","23.056427009403706","23.056427009403706","64.31408309936523","64.31408309936523","64.31408309936523","78.21459870226681","78.21459870226681","78.21459870226681","57.340595580637455","57.340595580637455","57.340595580637455","0.6384194493293762","0.6384194493293762","0.6384194493293762","28.70417648507282","28.70417648507282","28.70417648507282","8.407071639201604","8.407071639201604","8.407071639201604","55.84383022785187","55.84383022785187","55.84383022785187"
"634","63.43643008172512","63.43643008172512","63.43643008172512","31.668823525309563","31.668823525309563","31.668823525309563","48.37290903925896","48.37290903925896","48.37290903925896","9.037424428388476","9.037424428388476","9.037424428388476","68.0768858268857","68.0768858268857","68.0768858268857","66.41395582258701","66.41395582258701","66.41395582258701","71.70578553993255","71.70578553993255","71.70578553993255","81.2296651005745","81.2296651005745","81.2296651005745","74.84659111499786","74.84659111499786","74.84659111499786","69.22252418287098","69.22252418287098","69.22252418287098"
"635","58.886661525815725","58.886661525815725","58.886661525815725","-24.300838869065046","-24.300838869065046","-24.300838869065046","62.63175992667675","62.63175992667675","62.63175992667675","19.454314092057757","19.454314092057757","19.454314092057757","42.47405152954161","42.47405152954161","42.47405152954161","60.98080228862818","60.98080228862818","60.98080228862818","60.8567380849272","60.8567380849272","60.8567380849272","67.65100929141045","67.65100929141045","67.65100929141045","","","","76.41059047728777","76.41059047728777","76.41059047728777"
"636","48.87233016639948","48.87233016639948","48.87233016639948","18.556403119582683","18.556403119582683","18.556403119582683","51.79151313006878","51.79151313006878","51.79151313006878","35.19798663351685","35.19798663351685","35.19798663351685","-33.23432273417711","-33.23432273417711","-33.23432273417711","69.85916731902398","69.85916731902398","69.85916731902398","75.44240797311068","75.44240797311068","75.44240797311068","73.92938274145126","73.92938274145126","73.92938274145126","-93.30662970244884","-93.30662970244884","-93.30662970244884","9.884912396781147","9.884912396781147","9.884912396781147"
"637","61.23969683051109","61.23969683051109","61.23969683051109","26.94888717867434","26.94888717867434","26.94888717867434","-3.042555940337479","-3.042555940337479","-3.042555940337479","-16.555646961554885","-16.555646961554885","-16.555646961554885","63.874015644192696","63.874015644192696","63.874015644192696","55.37177897244692","55.37177897244692","55.37177897244692","67.54882925748825","67.54882925748825","67.54882925748825","20.028819262981415","20.028819262981415","20.028819262981415","59.55631250143051","59.55631250143051","59.55631250143051","69.53557421267033","69.53557421267033","69.53557421267033"
"638","32.872262205928564","32.872262205928564","32.872262205928564","75.0909037142992","75.0909037142992","75.0909037142992","-7.4558342441450804","-7.4558342441450804","-7.4558342441450804","58.34123668074608","58.34123668074608","58.34123668074608","67.57807642221451","67.57807642221451","67.57807642221451","54.664158292114735","54.664158292114735","54.664158292114735","55.31571274995804","55.31571274995804","55.31571274995804","40.50038378313184","40.50038378313184","40.50038378313184","61.01125878095627","61.01125878095627","61.01125878095627","64.98159091174603","64.98159091174603","64.98159091174603"
"639","64.20464700460434","64.20464700460434","64.20464700460434","62.273760974407196","62.273760974407196","62.273760974407196","69.22768694162369","69.22768694162369","69.22768694162369","0.24984969571232796","0.24984969571232796","0.24984969571232796","46.87779741268605","46.87779741268605","46.87779741268605","60.63330323435366","60.63330323435366","60.63330323435366","56.67774376831949","56.67774376831949","56.67774376831949","58.815240297000855","58.815240297000855","58.815240297000855","69.96568824350834","69.96568824350834","69.96568824350834","83.83242599666119","83.83242599666119","83.83242599666119"
"640","15.513810106553137","15.513810106553137","15.513810106553137","46.88357038423419","46.88357038423419","46.88357038423419","58.188079595565796","58.188079595565796","58.188079595565796","35.97477328637615","35.97477328637615","35.97477328637615","53.592774904333055","53.592774904333055","53.592774904333055","31.622446792200208","31.622446792200208","31.622446792200208","72.63254100084305","72.63254100084305","72.63254100084305","51.757202714681625","51.757202714681625","51.757202714681625","80.7137307934463","80.7137307934463","80.7137307934463","53.284336507320404","53.284336507320404","53.284336507320404"
"641","47.40639619529247","47.40639619529247","47.40639619529247","60.45145876985043","60.45145876985043","60.45145876985043","65.41141322255135","65.41141322255135","65.41141322255135","-22.943181306123734","-22.943181306123734","-22.943181306123734","60.71763941645622","60.71763941645622","60.71763941645622","73.9400496892631","73.9400496892631","73.9400496892631","76.12363296747208","76.12363296747208","76.12363296747208","60.03466023504734","60.03466023504734","60.03466023504734","54.96205396205187","54.96205396205187","54.96205396205187","46.53366456925869","46.53366456925869","46.53366456925869"
"642","61.418444231152534","61.418444231152534","61.418444231152534","65.56289758905768","65.56289758905768","65.56289758905768","67.11786532402039","67.11786532402039","67.11786532402039","47.23415492102504","47.23415492102504","47.23415492102504","-46.365390956401825","-46.365390956401825","-46.365390956401825","2.9125504791736603","2.9125504791736603","2.9125504791736603","-92.76821875572205","-92.76821875572205","-92.76821875572205","74.24990209937096","74.24990209937096","74.24990209937096","69.66287936270237","69.66287936270237","69.66287936270237","60.76616674661636","60.76616674661636","60.76616674661636"
"643","55.7248799353838","55.7248799353838","55.7248799353838","59.8429497666657","59.8429497666657","59.8429497666657","55.34503698348999","55.34503698348999","55.34503698348999","-2.480396487750113","-2.480396487750113","-2.480396487750113","71.48005374521017","71.48005374521017","71.48005374521017","70.65927118062973","70.65927118062973","70.65927118062973","75.1243198364973","75.1243198364973","75.1243198364973","53.886948177590966","53.886948177590966","53.886948177590966","58.69964399933815","58.69964399933815","58.69964399933815","68.62938967347145","68.62938967347145","68.62938967347145"
"644","58.53921037912369","58.53921037912369","58.53921037912369","23.87947870604694","23.87947870604694","23.87947870604694","47.291897961404175","47.291897961404175","47.291897961404175","-29.65102314040996","-29.65102314040996","-29.65102314040996","49.19211694598198","49.19211694598198","49.19211694598198","71.38958812505007","71.38958812505007","71.38958812505007","39.632431492209435","39.632431492209435","39.632431492209435","83.31547892093658","83.31547892093658","83.31547892093658","69.51643818244338","69.51643818244338","69.51643818244338","76.22254361771047","76.22254361771047","76.22254361771047"
"645","65.64078192785382","65.64078192785382","65.64078192785382","66.38515356183052","66.38515356183052","66.38515356183052","39.70680985599756","39.70680985599756","39.70680985599756","29.844237629324198","29.844237629324198","29.844237629324198","25.14646158181131","25.14646158181131","25.14646158181131","67.849090911448","67.849090911448","67.849090911448","35.90960678085685","35.90960678085685","35.90960678085685","70.29924070835114","70.29924070835114","70.29924070835114","75.39624589681625","75.39624589681625","75.39624589681625","77.7673641294241","77.7673641294241","77.7673641294241"
"646","67.41254888474941","67.41254888474941","67.41254888474941","19.913003879599273","19.913003879599273","19.913003879599273","66.29163363575935","66.29163363575935","66.29163363575935","-18.261907323729247","-18.261907323729247","-18.261907323729247","71.74816167354584","71.74816167354584","71.74816167354584","52.888109896332026","52.888109896332026","52.888109896332026","61.97968915104866","61.97968915104866","61.97968915104866","9.92735722870566","9.92735722870566","9.92735722870566","41.14721792936325","41.14721792936325","41.14721792936325","74.78130996227264","74.78130996227264","74.78130996227264"
"647","32.788433223962784","32.788433223962784","32.788433223962784","42.054861053824425","42.054861053824425","42.054861053824425","70.73702162504196","70.73702162504196","70.73702162504196","13.67972606420517","13.67972606420517","13.67972606420517","50.63223212957382","50.63223212957382","50.63223212957382","75.24838557466865","75.24838557466865","75.24838557466865","70.34480778127909","70.34480778127909","70.34480778127909","28.605987537652254","28.605987537652254","28.605987537652254","57.990894857794046","57.990894857794046","57.990894857794046","64.88547801226377","64.88547801226377","64.88547801226377"
"648","-83.5615492737852","-83.5615492737852","-83.5615492737852","76.53235277533531","76.53235277533531","76.53235277533531","69.48303567618132","69.48303567618132","69.48303567618132","42.3571737036109","42.3571737036109","42.3571737036109","","","","51.76520451903343","51.76520451903343","51.76520451903343","70.0289851790294","70.0289851790294","70.0289851790294","72.98211509175599","72.98211509175599","72.98211509175599","19.769162610173225","19.769162610173225","19.769162610173225","62.92231848835945","62.92231848835945","62.92231848835945"
"649","66.99293512571603","66.99293512571603","66.99293512571603","51.473759435117245","51.473759435117245","51.473759435117245","73.55196914076805","73.55196914076805","73.55196914076805","-16.866039912216365","-16.866039912216365","-16.866039912216365","-0.47944259690120816","-0.47944259690120816","-0.47944259690120816","80.55667442083359","80.55667442083359","80.55667442083359","72.6805836558342","72.6805836558342","72.6805836558342","78.30567887425423","78.30567887425423","78.30567887425423","38.68148519843817","38.68148519843817","38.68148519843817","75.54711043834686","75.54711043834686","75.54711043834686"
"650","55.29122292250395","55.29122292250395","55.29122292250395","84.47561757266521","84.47561757266521","84.47561757266521","-94.01507450640202","-94.01507450640202","-94.01507450640202","","","","17.201921124011278","17.201921124011278","17.201921124011278","79.92912557721138","79.92912557721138","79.92912557721138","64.6858594417572","64.6858594417572","64.6858594417572","42.64183072000742","42.64183072000742","42.64183072000742","55.57833685632795","55.57833685632795","55.57833685632795","73.3071643486619","73.3071643486619","73.3071643486619"
"651","33.946626257384196","33.946626257384196","33.946626257384196","56.87078198045492","56.87078198045492","56.87078198045492","62.883899070322514","62.883899070322514","62.883899070322514","35.16818377189338","35.16818377189338","35.16818377189338","50.944501750171185","50.944501750171185","50.944501750171185","-80.57158603984863","-80.57158603984863","-80.57158603984863","65.5364697277546","65.5364697277546","65.5364697277546","70.86598148196936","70.86598148196936","70.86598148196936","69.51594337075949","69.51594337075949","69.51594337075949","79.72130391001701","79.72130391001701","79.72130391001701"
"652","45.58226551860571","45.58226551860571","45.58226551860571","35.97547164466232","35.97547164466232","35.97547164466232","60.278104066848755","60.278104066848755","60.278104066848755","8.89367376640439","8.89367376640439","8.89367376640439","86.11288905143738","86.11288905143738","86.11288905143738","31.765839420259","31.765839420259","31.765839420259","58.33465427160263","58.33465427160263","58.33465427160263","78.38999600708485","78.38999600708485","78.38999600708485","70.73516774177551","70.73516774177551","70.73516774177551","43.10733153484762","43.10733153484762","43.10733153484762"
"653","4.113672699415474","4.113672699415474","4.113672699415474","35.48382837837562","35.48382837837562","35.48382837837562","39.546993374824524","39.546993374824524","39.546993374824524","-42.21613256633282","-42.21613256633282","-42.21613256633282","63.45447741448879","63.45447741448879","63.45447741448879","74.90074649453163","74.90074649453163","74.90074649453163","72.540373980999","72.540373980999","72.540373980999","67.80028200149536","67.80028200149536","67.80028200149536","61.59770859032869","61.59770859032869","61.59770859032869","76.96443976461887","76.96443976461887","76.96443976461887"
"654","46.25201927125454","46.25201927125454","46.25201927125454","62.864904157817364","62.864904157817364","62.864904157817364","64.72982835769653","64.72982835769653","64.72982835769653","31.10105719976127","31.10105719976127","31.10105719976127","66.113081112504","66.113081112504","66.113081112504","70.40889590233564","70.40889590233564","70.40889590233564","74.90390515327454","74.90390515327454","74.90390515327454","71.98983660340309","71.98983660340309","71.98983660340309","61.82299880776554","61.82299880776554","61.82299880776554","67.79344365000725","67.79344365000725","67.79344365000725"
"655","42.114896386046894","42.114896386046894","42.114896386046894","68.52784444391727","68.52784444391727","68.52784444391727","-4.769934833049774","-4.769934833049774","-4.769934833049774","-41.287567007384496","-41.287567007384496","-41.287567007384496","61.072687320411205","61.072687320411205","61.072687320411205","53.43805330991745","53.43805330991745","53.43805330991745","39.49220720678568","39.49220720678568","39.49220720678568","70.20040982961655","70.20040982961655","70.20040982961655","-42.87256306409836","-42.87256306409836","-42.87256306409836","74.42339873313904","74.42339873313904","74.42339873313904"
"656","51.523332461714745","51.523332461714745","51.523332461714745","51.42888379096985","51.42888379096985","51.42888379096985","49.751584112644196","49.751584112644196","49.751584112644196","56.16683005541563","56.16683005541563","56.16683005541563","68.47859148681164","68.47859148681164","68.47859148681164","56.519892349722795","56.519892349722795","56.519892349722795","68.19442842900753","68.19442842900753","68.19442842900753","50.22130908071995","50.22130908071995","50.22130908071995","73.55208611488342","73.55208611488342","73.55208611488342","","",""
"657","-28.540873462799937","-28.540873462799937","-28.540873462799937","14.571969618089497","14.571969618089497","14.571969618089497","52.61548710335046","52.61548710335046","52.61548710335046","1.0925745777785778","1.0925745777785778","1.0925745777785778","52.88165554404259","52.88165554404259","52.88165554404259","60.70878446102142","60.70878446102142","60.70878446102142","67.99011582136154","67.99011582136154","67.99011582136154","78.3316738307476","78.3316738307476","78.3316738307476","53.23754082620144","53.23754082620144","53.23754082620144","68.65406586229801","68.65406586229801","68.65406586229801"
"658","16.795081555843353","16.795081555843353","16.795081555843353","79.79883690178394","79.79883690178394","79.79883690178394","68.8521626740694","68.8521626740694","68.8521626740694","-47.644707990810275","-47.644707990810275","-47.644707990810275","39.5313452007249","39.5313452007249","39.5313452007249","47.12825217843056","47.12825217843056","47.12825217843056","77.20776965841651","77.20776965841651","77.20776965841651","61.7143274769187","61.7143274769187","61.7143274769187","75.07395112514496","75.07395112514496","75.07395112514496","83.18669202923775","83.18669202923775","83.18669202923775"
"659","52.925563141703606","52.925563141703606","52.925563141703606","2.786819387343712","2.786819387343712","2.786819387343712","","","","7.957575114443898","7.957575114443898","7.957575114443898","49.13680002093315","49.13680002093315","49.13680002093315","38.76181650161743","38.76181650161743","38.76181650161743","73.66659182310104","73.66659182310104","73.66659182310104","67.94587461277843","67.94587461277843","67.94587461277843","64.40727841854095","64.40727841854095","64.40727841854095","30.976798018440604","30.976798018440604","30.976798018440604"
"660","31.700454741716385","31.700454741716385","31.700454741716385","64.21328881755471","64.21328881755471","64.21328881755471","34.245924059301615","34.245924059301615","34.245924059301615","-27.957397438585758","-27.957397438585758","-27.957397438585758","68.41909748315811","68.41909748315811","68.41909748315811","76.09191358089447","76.09191358089447","76.09191358089447","76.61891514062881","76.61891514062881","76.61891514062881","69.22709822654724","69.22709822654724","69.22709822654724","78.5680820196867","78.5680820196867","78.5680820196867","21.007967027369887","21.007967027369887","21.007967027369887"
"661","58.554639998823404","58.554639998823404","58.554639998823404","49.129774674773216","49.129774674773216","49.129774674773216","56.966984268976375","56.966984268976375","56.966984268976375","-24.934688073582947","-24.934688073582947","-24.934688073582947","44.18611656501889","44.18611656501889","44.18611656501889","74.94580608606339","74.94580608606339","74.94580608606339","-92.6872943341732","-92.6872943341732","-92.6872943341732","71.53720505535603","71.53720505535603","71.53720505535603","57.8336760699749","57.8336760699749","57.8336760699749","70.0500291287899","70.0500291287899","70.0500291287899"
"662","24.34937898442149","24.34937898442149","24.34937898442149","-91.84624978899956","-91.84624978899956","-91.84624978899956","75.71690282225609","75.71690282225609","75.71690282225609","30.662898540496826","30.662898540496826","30.662898540496826","-0.8943377421237528","-0.8943377421237528","-0.8943377421237528","66.14408603310585","66.14408603310585","66.14408603310585","54.75501402467489","54.75501402467489","54.75501402467489","70.19573045242578","70.19573045242578","70.19573045242578","73.20245259813964","73.20245259813964","73.20245259813964","61.241441018879414","61.241441018879414","61.241441018879414"
