"Step","dreamerv3/small/ih_15/room0/run4 - train/score","dreamerv3/small/ih_15/room0/run4 - train/score__MIN","dreamerv3/small/ih_15/room0/run4 - train/score__MAX","dreamerv3/small/ih_15/room0/run3 - train/score","dreamerv3/small/ih_15/room0/run3 - train/score__MIN","dreamerv3/small/ih_15/room0/run3 - train/score__MAX","dreamerv3/small/ih_15/room0/run2 - train/score","dreamerv3/small/ih_15/room0/run2 - train/score__MIN","dreamerv3/small/ih_15/room0/run2 - train/score__MAX","dreamerv3/small/ih_15/room0/run1 - train/score","dreamerv3/small/ih_15/room0/run1 - train/score__MIN","dreamerv3/small/ih_15/room0/run1 - train/score__MAX","dreamerv3/small/ih_15/room0/run0 - train/score","dreamerv3/small/ih_15/room0/run0 - train/score__MIN","dreamerv3/small/ih_15/room0/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/run1 - train/score","dreamerv3/medium/ih_15/room0/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/run4 - train/score","dreamerv3/medium/ih_15/room0/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/run3 - train/score","dreamerv3/medium/ih_15/room0/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/run2 - train/score","dreamerv3/medium/ih_15/room0/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/run0 - train/score","dreamerv3/medium/ih_15/room0/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/run0 - train/score__MAX"
"42","-94.22073996067047","-94.22073996067047","-94.22073996067047","-92.4936181306839","-92.4936181306839","-92.4936181306839","-84.40347315371037","-84.40347315371037","-84.40347315371037","-74.36023807525635","-74.36023807525635","-74.36023807525635","-94.82881465554237","-94.82881465554237","-94.82881465554237","-89.4549902677536","-89.4549902677536","-89.4549902677536","-91.7274349629879","-91.7274349629879","-91.7274349629879","-91.46916216611862","-91.46916216611862","-91.46916216611862","-81.25422865152359","-81.25422865152359","-81.25422865152359","-93.56771305203438","-93.56771305203438","-93.56771305203438"
"43","-94.2446000277996","-94.2446000277996","-94.2446000277996","-89.7077093590051","-89.7077093590051","-89.7077093590051","-80.75696167349815","-80.75696167349815","-80.75696167349815","-91.41778036952019","-91.41778036952019","-91.41778036952019","-85.37928433716297","-85.37928433716297","-85.37928433716297","-83.59300565719604","-83.59300565719604","-83.59300565719604","-95.99563908576965","-95.99563908576965","-95.99563908576965","-94.55880308151245","-94.55880308151245","-94.55880308151245","-92.72316506505013","-92.72316506505013","-92.72316506505013","-91.0954177081585","-91.0954177081585","-91.0954177081585"
"44","-73.71355240792036","-73.71355240792036","-73.71355240792036","-74.20985002070665","-74.20985002070665","-74.20985002070665","-94.11612021923065","-94.11612021923065","-94.11612021923065","-71.93813856691122","-71.93813856691122","-71.93813856691122","-89.74903851747513","-89.74903851747513","-89.74903851747513","-76.61416449397802","-76.61416449397802","-76.61416449397802","-90.71632891893387","-90.71632891893387","-90.71632891893387","-92.97879988700151","-92.97879988700151","-92.97879988700151","-94.61089585721493","-94.61089585721493","-94.61089585721493","-88.11345133185387","-88.11345133185387","-88.11345133185387"
"45","-94.38985282182693","-94.38985282182693","-94.38985282182693","-93.49495884776115","-93.49495884776115","-93.49495884776115","-89.9138697385788","-89.9138697385788","-89.9138697385788","-90.53410658240318","-90.53410658240318","-90.53410658240318","-78.56904527544975","-78.56904527544975","-78.56904527544975","-88.57713535428047","-88.57713535428047","-88.57713535428047","-82.10780952125788","-82.10780952125788","-82.10780952125788","-95.05585777759552","-95.05585777759552","-95.05585777759552","-92.4338327050209","-92.4338327050209","-92.4338327050209","-91.98108524084091","-91.98108524084091","-91.98108524084091"
"46","-91.59480671584606","-91.59480671584606","-91.59480671584606","-93.21653309464455","-93.21653309464455","-93.21653309464455","-81.63079015910625","-81.63079015910625","-81.63079015910625","-91.84899559617043","-91.84899559617043","-91.84899559617043","-96.66351109743118","-96.66351109743118","-96.66351109743118","-92.54163873195648","-92.54163873195648","-92.54163873195648","-90.66079097986221","-90.66079097986221","-90.66079097986221","-92.85154484212399","-92.85154484212399","-92.85154484212399","-90.83756170002744","-90.83756170002744","-90.83756170002744","-96.7055395245552","-96.7055395245552","-96.7055395245552"
"47","-94.11072194576263","-94.11072194576263","-94.11072194576263","-93.51640212535858","-93.51640212535858","-93.51640212535858","-91.88886412978172","-91.88886412978172","-91.88886412978172","-82.99288028478622","-82.99288028478622","-82.99288028478622","-92.88913460075855","-92.88913460075855","-92.88913460075855","-67.92125517129898","-67.92125517129898","-67.92125517129898","-87.42900675535202","-87.42900675535202","-87.42900675535202","-90.11993212252855","-90.11993212252855","-90.11993212252855","-89.28516006469727","-89.28516006469727","-89.28516006469727","-79.62036217004061","-79.62036217004061","-79.62036217004061"
"48","-94.95123535394669","-94.95123535394669","-94.95123535394669","-90.48426611721516","-90.48426611721516","-90.48426611721516","-87.4349717721343","-87.4349717721343","-87.4349717721343","-80.90128076076508","-80.90128076076508","-80.90128076076508","-95.66042429208755","-95.66042429208755","-95.66042429208755","-92.09980893135071","-92.09980893135071","-92.09980893135071","-90.72954715415835","-90.72954715415835","-90.72954715415835","-77.21373935043812","-77.21373935043812","-77.21373935043812","-85.4940427839756","-85.4940427839756","-85.4940427839756","-92.49512496590614","-92.49512496590614","-92.49512496590614"
"50","-93.35976248979568","-93.35976248979568","-93.35976248979568","-92.39936992526054","-92.39936992526054","-92.39936992526054","-95.1401497721672","-95.1401497721672","-95.1401497721672","-91.18930652737617","-91.18930652737617","-91.18930652737617","-91.56527367979288","-91.56527367979288","-91.56527367979288","-95.66607683897018","-95.66607683897018","-95.66607683897018","-84.30378165841103","-84.30378165841103","-84.30378165841103","-81.97671875357628","-81.97671875357628","-81.97671875357628","-95.42602527141571","-95.42602527141571","-95.42602527141571","-92.51633024215698","-92.51633024215698","-92.51633024215698"
"51","-92.4336799941957","-92.4336799941957","-92.4336799941957","-92.53870019316673","-92.53870019316673","-92.53870019316673","-91.60181733965874","-91.60181733965874","-91.60181733965874","-90.01277402043343","-90.01277402043343","-90.01277402043343","-93.66120529174805","-93.66120529174805","-93.66120529174805","-92.69605248048902","-92.69605248048902","-92.69605248048902","-92.60042744874954","-92.60042744874954","-92.60042744874954","-90.68258924223483","-90.68258924223483","-90.68258924223483","-94.94083967804909","-94.94083967804909","-94.94083967804909","-90.44534051418304","-90.44534051418304","-90.44534051418304"
"52","-85.3922701627016","-85.3922701627016","-85.3922701627016","-90.55078637599945","-90.55078637599945","-90.55078637599945","-92.80157017707825","-92.80157017707825","-92.80157017707825","-93.61393564939499","-93.61393564939499","-93.61393564939499","-83.33343423902988","-83.33343423902988","-83.33343423902988","-95.38672479987144","-95.38672479987144","-95.38672479987144","-89.39720043540001","-89.39720043540001","-89.39720043540001","-89.71178710460663","-89.71178710460663","-89.71178710460663","-90.13059210777283","-90.13059210777283","-90.13059210777283","-90.84582771360874","-90.84582771360874","-90.84582771360874"
"53","-79.63360429555178","-79.63360429555178","-79.63360429555178","-95.18741341307759","-95.18741341307759","-95.18741341307759","-92.2013663649559","-92.2013663649559","-92.2013663649559","-95.32954382896423","-95.32954382896423","-95.32954382896423","-94.81558123230934","-94.81558123230934","-94.81558123230934","-89.4117571413517","-89.4117571413517","-89.4117571413517","-93.01905696094036","-93.01905696094036","-93.01905696094036","-92.99094873666763","-92.99094873666763","-92.99094873666763","-95.6778655052185","-95.6778655052185","-95.6778655052185","-93.86562747508287","-93.86562747508287","-93.86562747508287"
"54","-95.51532247662544","-95.51532247662544","-95.51532247662544","-95.98130458593369","-95.98130458593369","-95.98130458593369","-92.03794398903847","-92.03794398903847","-92.03794398903847","-93.98439977876842","-93.98439977876842","-93.98439977876842","-95.93785974383354","-95.93785974383354","-95.93785974383354","-88.31154834199697","-88.31154834199697","-88.31154834199697","-94.76992225646973","-94.76992225646973","-94.76992225646973","-95.20754396915436","-95.20754396915436","-95.20754396915436","-95.25579497218132","-95.25579497218132","-95.25579497218132","-93.57606250047684","-93.57606250047684","-93.57606250047684"
"55","-95.90265256166458","-95.90265256166458","-95.90265256166458","-93.5625132098794","-93.5625132098794","-93.5625132098794","-94.32728606462479","-94.32728606462479","-94.32728606462479","-96.65170684456825","-96.65170684456825","-96.65170684456825","-92.98287373781204","-92.98287373781204","-92.98287373781204","-88.18841549009085","-88.18841549009085","-88.18841549009085","-79.80373877286911","-79.80373877286911","-79.80373877286911","-94.09191146492958","-94.09191146492958","-94.09191146492958","-85.78402298688889","-85.78402298688889","-85.78402298688889","-91.89796916767955","-91.89796916767955","-91.89796916767955"
"56","-93.47139199078083","-93.47139199078083","-93.47139199078083","-92.68721094727516","-92.68721094727516","-92.68721094727516","-93.69073796272278","-93.69073796272278","-93.69073796272278","-96.07023626565933","-96.07023626565933","-96.07023626565933","-91.16403618454933","-91.16403618454933","-91.16403618454933","-93.0590632557869","-93.0590632557869","-93.0590632557869","-96.73339873552322","-96.73339873552322","-96.73339873552322","-93.97849994897842","-93.97849994897842","-93.97849994897842","-95.61689895391464","-95.61689895391464","-95.61689895391464","-92.66383366286755","-92.66383366286755","-92.66383366286755"
"57","-94.80608846619725","-94.80608846619725","-94.80608846619725","-91.51015970110893","-91.51015970110893","-91.51015970110893","-90.47277421876788","-90.47277421876788","-90.47277421876788","-96.29936674237251","-96.29936674237251","-96.29936674237251","-78.49955728650093","-78.49955728650093","-78.49955728650093","-83.82786187529564","-83.82786187529564","-83.82786187529564","-82.90884935855865","-82.90884935855865","-82.90884935855865","-92.78999385237694","-92.78999385237694","-92.78999385237694","-95.48937278985977","-95.48937278985977","-95.48937278985977","-90.62961247563362","-90.62961247563362","-90.62961247563362"
"58","-91.05674250423908","-91.05674250423908","-91.05674250423908","-94.1896870136261","-94.1896870136261","-94.1896870136261","-94.65762025117874","-94.65762025117874","-94.65762025117874","-92.68756368756294","-92.68756368756294","-92.68756368756294","-71.68474208563566","-71.68474208563566","-71.68474208563566","-87.38543596863747","-87.38543596863747","-87.38543596863747","-91.19874903559685","-91.19874903559685","-91.19874903559685","-91.7868975289166","-91.7868975289166","-91.7868975289166","-92.16502630710602","-92.16502630710602","-92.16502630710602","-87.34084313287167","-87.34084313287167","-87.34084313287167"
"59","-96.08881270885468","-96.08881270885468","-96.08881270885468","-87.73007336258888","-87.73007336258888","-87.73007336258888","-90.35590781643987","-90.35590781643987","-90.35590781643987","-97.62482118606567","-97.62482118606567","-97.62482118606567","-70.80461786407977","-70.80461786407977","-70.80461786407977","-94.81030711531639","-94.81030711531639","-94.81030711531639","-92.99795316159725","-92.99795316159725","-92.99795316159725","-87.51880954951048","-87.51880954951048","-87.51880954951048","-93.13063463568687","-93.13063463568687","-93.13063463568687","-89.35289657115936","-89.35289657115936","-89.35289657115936"
"60","-93.08058899641037","-93.08058899641037","-93.08058899641037","-83.14210313558578","-83.14210313558578","-83.14210313558578","-85.52226115763187","-85.52226115763187","-85.52226115763187","-94.27030019462109","-94.27030019462109","-94.27030019462109","-70.49647402763367","-70.49647402763367","-70.49647402763367","-89.62219440937042","-89.62219440937042","-89.62219440937042","-80.96981364488602","-80.96981364488602","-80.96981364488602","-92.22874589264393","-92.22874589264393","-92.22874589264393","-81.74549895524979","-81.74549895524979","-81.74549895524979","-93.05672024190426","-93.05672024190426","-93.05672024190426"
"61","-86.5922721773386","-86.5922721773386","-86.5922721773386","-94.56892848014832","-94.56892848014832","-94.56892848014832","-87.32085260003805","-87.32085260003805","-87.32085260003805","-93.15649169683456","-93.15649169683456","-93.15649169683456","-65.3267756998539","-65.3267756998539","-65.3267756998539","-87.0025523006916","-87.0025523006916","-87.0025523006916","-93.12850358337164","-93.12850358337164","-93.12850358337164","-94.91361731290817","-94.91361731290817","-94.91361731290817","-95.00292354822159","-95.00292354822159","-95.00292354822159","-92.30504031479359","-92.30504031479359","-92.30504031479359"
"62","-93.95687979459763","-93.95687979459763","-93.95687979459763","-94.23160427808762","-94.23160427808762","-94.23160427808762","-93.051563359797","-93.051563359797","-93.051563359797","-96.3885046839714","-96.3885046839714","-96.3885046839714","-58.46747719775885","-58.46747719775885","-58.46747719775885","-93.0599409416318","-93.0599409416318","-93.0599409416318","-95.26335737109184","-95.26335737109184","-95.26335737109184","-93.43466421961784","-93.43466421961784","-93.43466421961784","-91.64343681931496","-91.64343681931496","-91.64343681931496","-94.78786945343018","-94.78786945343018","-94.78786945343018"
"63","-87.2704563383013","-87.2704563383013","-87.2704563383013","-95.35707148909569","-95.35707148909569","-95.35707148909569","-92.7714429795742","-92.7714429795742","-92.7714429795742","-91.62213608622551","-91.62213608622551","-91.62213608622551","-88.10529185575433","-88.10529185575433","-88.10529185575433","-82.78855526447296","-82.78855526447296","-82.78855526447296","-81.25146892666817","-81.25146892666817","-81.25146892666817","-94.31357291340828","-94.31357291340828","-94.31357291340828","-88.8443714082241","-88.8443714082241","-88.8443714082241","-83.99436078965664","-83.99436078965664","-83.99436078965664"
"64","-95.124701410532","-95.124701410532","-95.124701410532","-90.20493865013123","-90.20493865013123","-90.20493865013123","-93.95701356232166","-93.95701356232166","-93.95701356232166","-85.41741991043091","-85.41741991043091","-85.41741991043091","-89.43499247869477","-89.43499247869477","-89.43499247869477","-92.15538907051086","-92.15538907051086","-92.15538907051086","-83.18939005583525","-83.18939005583525","-83.18939005583525","-94.21896243095398","-94.21896243095398","-94.21896243095398","-92.36104489117861","-92.36104489117861","-92.36104489117861","-89.30098667740822","-89.30098667740822","-89.30098667740822"
"65","-93.77074438333511","-93.77074438333511","-93.77074438333511","-92.49404102563858","-92.49404102563858","-92.49404102563858","-93.49455496668816","-93.49455496668816","-93.49455496668816","-94.70712202042341","-94.70712202042341","-94.70712202042341","-87.95311576128006","-87.95311576128006","-87.95311576128006","-94.85136129707098","-94.85136129707098","-94.85136129707098","-91.47671714425087","-91.47671714425087","-91.47671714425087","-95.75759333372116","-95.75759333372116","-95.75759333372116","-92.4602643251419","-92.4602643251419","-92.4602643251419","-89.96679721772671","-89.96679721772671","-89.96679721772671"
"66","-96.25877267122269","-96.25877267122269","-96.25877267122269","-93.39001107215881","-93.39001107215881","-93.39001107215881","-29.758405223488808","-29.758405223488808","-29.758405223488808","-85.60487806797028","-85.60487806797028","-85.60487806797028","-92.76517011225224","-92.76517011225224","-92.76517011225224","-95.31954210996628","-95.31954210996628","-95.31954210996628","-89.28526362776756","-89.28526362776756","-89.28526362776756","-90.07774145901203","-90.07774145901203","-90.07774145901203","-82.22324505448341","-82.22324505448341","-82.22324505448341","-95.93595445156097","-95.93595445156097","-95.93595445156097"
"67","-83.98815037310123","-83.98815037310123","-83.98815037310123","-82.59750654548407","-82.59750654548407","-82.59750654548407","-63.54656755924225","-63.54656755924225","-63.54656755924225","-81.53493227809668","-81.53493227809668","-81.53493227809668","-64.8504000287503","-64.8504000287503","-64.8504000287503","-82.66715976595879","-82.66715976595879","-82.66715976595879","-88.16591784358025","-88.16591784358025","-88.16591784358025","-92.12921388447285","-92.12921388447285","-92.12921388447285","-85.60858643054962","-85.60858643054962","-85.60858643054962","-16.624601751565933","-16.624601751565933","-16.624601751565933"
"68","-93.7973555624485","-93.7973555624485","-93.7973555624485","-93.86671986430883","-93.86671986430883","-93.86671986430883","-81.8888164460659","-81.8888164460659","-81.8888164460659","-95.35505652427673","-95.35505652427673","-95.35505652427673","-69.67126321047544","-69.67126321047544","-69.67126321047544","-83.10736472904682","-83.10736472904682","-83.10736472904682","-92.24474194645882","-92.24474194645882","-92.24474194645882","-94.56146529316902","-94.56146529316902","-94.56146529316902","-94.58840298652649","-94.58840298652649","-94.58840298652649","-19.350720908492804","-19.350720908492804","-19.350720908492804"
"69","-91.3408477306366","-91.3408477306366","-91.3408477306366","-93.63239470124245","-93.63239470124245","-93.63239470124245","-90.25198370218277","-90.25198370218277","-90.25198370218277","-90.22413745522499","-90.22413745522499","-90.22413745522499","-75.83605819940567","-75.83605819940567","-75.83605819940567","-87.76181817054749","-87.76181817054749","-87.76181817054749","-88.52097871154547","-88.52097871154547","-88.52097871154547","-91.63758957386017","-91.63758957386017","-91.63758957386017","-89.97804728895426","-89.97804728895426","-89.97804728895426","-53.34041294082999","-53.34041294082999","-53.34041294082999"
"70","-90.17022037506104","-90.17022037506104","-90.17022037506104","-95.69630394876003","-95.69630394876003","-95.69630394876003","-75.52661456912756","-75.52661456912756","-75.52661456912756","-87.94992324709892","-87.94992324709892","-87.94992324709892","-89.34011125564575","-89.34011125564575","-89.34011125564575","-94.74762165546417","-94.74762165546417","-94.74762165546417","-92.59598928689957","-92.59598928689957","-92.59598928689957","-93.24198055267334","-93.24198055267334","-93.24198055267334","-78.04288622736931","-78.04288622736931","-78.04288622736931","-38.10972957313061","-38.10972957313061","-38.10972957313061"
"71","-92.16744662821293","-92.16744662821293","-92.16744662821293","-94.98059925436974","-94.98059925436974","-94.98059925436974","-86.10175405070186","-86.10175405070186","-86.10175405070186","-77.73519584536552","-77.73519584536552","-77.73519584536552","-89.61518675088882","-89.61518675088882","-89.61518675088882","-74.20497793331742","-74.20497793331742","-74.20497793331742","-92.11119041591883","-92.11119041591883","-92.11119041591883","-81.52694516256452","-81.52694516256452","-81.52694516256452","-90.77048505097628","-90.77048505097628","-90.77048505097628","-77.47208899259567","-77.47208899259567","-77.47208899259567"
"72","-92.69364872574806","-92.69364872574806","-92.69364872574806","-92.42904677987099","-92.42904677987099","-92.42904677987099","-91.47878143191338","-91.47878143191338","-91.47878143191338","-64.28085212409496","-64.28085212409496","-64.28085212409496","-79.26166984438896","-79.26166984438896","-79.26166984438896","-93.76312390714884","-93.76312390714884","-93.76312390714884","-70.26488570868969","-70.26488570868969","-70.26488570868969","-88.57631219550967","-88.57631219550967","-88.57631219550967","-89.57728145457804","-89.57728145457804","-89.57728145457804","-45.42593675851822","-45.42593675851822","-45.42593675851822"
"73","-81.74718150496483","-81.74718150496483","-81.74718150496483","-93.62509155273438","-93.62509155273438","-93.62509155273438","-87.73974394798279","-87.73974394798279","-87.73974394798279","-69.07316945493221","-69.07316945493221","-69.07316945493221","-88.57650354504585","-88.57650354504585","-88.57650354504585","-89.28179705142975","-89.28179705142975","-89.28179705142975","-61.806176245212555","-61.806176245212555","-61.806176245212555","-90.79333962500095","-90.79333962500095","-90.79333962500095","-84.54268763959408","-84.54268763959408","-84.54268763959408","-60.84077814221382","-60.84077814221382","-60.84077814221382"
"74","-74.70066609419882","-74.70066609419882","-74.70066609419882","-90.45148822665215","-90.45148822665215","-90.45148822665215","-82.23775245249271","-82.23775245249271","-82.23775245249271","-30.35389704676345","-30.35389704676345","-30.35389704676345","-81.76128594577312","-81.76128594577312","-81.76128594577312","-86.20832678675652","-86.20832678675652","-86.20832678675652","-83.44581064581871","-83.44581064581871","-83.44581064581871","-51.13012330618221","-51.13012330618221","-51.13012330618221","-90.75180613994598","-90.75180613994598","-90.75180613994598","-67.231444388628","-67.231444388628","-67.231444388628"
"75","-52.67415499687195","-52.67415499687195","-52.67415499687195","-85.42637221515179","-85.42637221515179","-85.42637221515179","-19.89040331542492","-19.89040331542492","-19.89040331542492","0.34948576241731644","0.34948576241731644","0.34948576241731644","-75.58594638109207","-75.58594638109207","-75.58594638109207","-93.52772679924965","-93.52772679924965","-93.52772679924965","-86.45206408202648","-86.45206408202648","-86.45206408202648","-62.707740783691406","-62.707740783691406","-62.707740783691406","-89.8622770011425","-89.8622770011425","-89.8622770011425","-96.11474919319153","-96.11474919319153","-96.11474919319153"
"76","-93.02755343914032","-93.02755343914032","-93.02755343914032","-59.29748924029991","-59.29748924029991","-59.29748924029991","16.91924731945619","16.91924731945619","16.91924731945619","-66.02694763243198","-66.02694763243198","-66.02694763243198","-57.267471611499786","-57.267471611499786","-57.267471611499786","-89.57994645088911","-89.57994645088911","-89.57994645088911","-93.66057183593512","-93.66057183593512","-93.66057183593512","-21.600257240235806","-21.600257240235806","-21.600257240235806","-77.26469750702381","-77.26469750702381","-77.26469750702381","-62.45927557349205","-62.45927557349205","-62.45927557349205"
"77","-75.02705362811685","-75.02705362811685","-75.02705362811685","-58.39892628788948","-58.39892628788948","-58.39892628788948","-56.83879119902849","-56.83879119902849","-56.83879119902849","-46.99964367039502","-46.99964367039502","-46.99964367039502","8.901829734444618","8.901829734444618","8.901829734444618","-91.60945592075586","-91.60945592075586","-91.60945592075586","-70.41799990460277","-70.41799990460277","-70.41799990460277","-85.05736216902733","-85.05736216902733","-85.05736216902733","-83.76010490953922","-83.76010490953922","-83.76010490953922","-54.01561886072159","-54.01561886072159","-54.01561886072159"
"78","-90.21744126081467","-90.21744126081467","-90.21744126081467","-75.10242998600006","-75.10242998600006","-75.10242998600006","-24.99026407301426","-24.99026407301426","-24.99026407301426","-52.312438663095236","-52.312438663095236","-52.312438663095236","-43.499077576212585","-43.499077576212585","-43.499077576212585","-95.71580493450165","-95.71580493450165","-95.71580493450165","-64.89338865876198","-64.89338865876198","-64.89338865876198","-84.04578551650047","-84.04578551650047","-84.04578551650047","61.781218418851495","61.781218418851495","61.781218418851495","-22.81627295492217","-22.81627295492217","-22.81627295492217"
"79","-90.41275995969772","-90.41275995969772","-90.41275995969772","-44.33813242870383","-44.33813242870383","-44.33813242870383","-29.43461522459984","-29.43461522459984","-29.43461522459984","-51.552448781672865","-51.552448781672865","-51.552448781672865","-63.257899690419436","-63.257899690419436","-63.257899690419436","-92.23291499912739","-92.23291499912739","-92.23291499912739","-56.5314681828022","-56.5314681828022","-56.5314681828022","-91.75295782089233","-91.75295782089233","-91.75295782089233","-7.452123401686549","-7.452123401686549","-7.452123401686549","-7.475822728127241","-7.475822728127241","-7.475822728127241"
"80","-85.39010234642774","-85.39010234642774","-85.39010234642774","-58.412642871961","-58.412642871961","-58.412642871961","-64.05133503675461","-64.05133503675461","-64.05133503675461","-55.00076174736023","-55.00076174736023","-55.00076174736023","-66.53042350523174","-66.53042350523174","-66.53042350523174","-91.87087319791317","-91.87087319791317","-91.87087319791317","-64.76661121845245","-64.76661121845245","-64.76661121845245","-62.80049749522004","-62.80049749522004","-62.80049749522004","-55.01565870642662","-55.01565870642662","-55.01565870642662","1.6319718062877655","1.6319718062877655","1.6319718062877655"
"81","-80.12258121371269","-80.12258121371269","-80.12258121371269","-11.853422351181507","-11.853422351181507","-11.853422351181507","-57.66518998146057","-57.66518998146057","-57.66518998146057","-54.47621262073517","-54.47621262073517","-54.47621262073517","22.558288712520152","22.558288712520152","22.558288712520152","-86.00093983113766","-86.00093983113766","-86.00093983113766","-67.12395277246833","-67.12395277246833","-67.12395277246833","-53.58113972842693","-53.58113972842693","-53.58113972842693","-51.88510615751147","-51.88510615751147","-51.88510615751147","21.29174465686083","21.29174465686083","21.29174465686083"
